item_id,system,catalog,condition_type,qid,category,answer_chars,refusal,n_mag_values,mag_out_of_range,n_dates,dates_out_of_span,months_out_of_span,lat_out_of_box,lon_out_of_box,conflation_marker,any_out_of_catalog
graphrag_post2|maduo_only|B10,graphrag_post2,maduo,only,B10,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|B11,graphrag_post2,maduo,only,B11,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|B12,graphrag_post2,maduo,only,B12,B,916,none,8,7.4,0,,,,,,True
graphrag_post2|maduo_only|B13,graphrag_post2,maduo,only,B13,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|B14,graphrag_post2,maduo,only,B14,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|B15,graphrag_post2,maduo,only,B15,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|B16,graphrag_post2,maduo,only,B16,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|B17,graphrag_post2,maduo,only,B17,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|B18,graphrag_post2,maduo,only,B18,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|B19,graphrag_post2,maduo,only,B19,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|B20,graphrag_post2,maduo,only,B20,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|C1,graphrag_post2,maduo,only,C1,C,2520,none,5,7.4,2,,,,,,True
graphrag_post2|maduo_only|C2,graphrag_post2,maduo,only,C2,C,687,partial,3,7.4,0,,,,,,True
graphrag_post2|maduo_only|C3,graphrag_post2,maduo,only,C3,C,384,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C4,graphrag_post2,maduo,only,C4,C,364,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C5,graphrag_post2,maduo,only,C5,C,342,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C6,graphrag_post2,maduo,only,C6,C,464,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C7,graphrag_post2,maduo,only,C7,C,333,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C8,graphrag_post2,maduo,only,C8,C,347,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C9,graphrag_post2,maduo,only,C9,C,2938,none,1,7.4,3,,,,,,True
graphrag_post2|maduo_only|C10,graphrag_post2,maduo,only,C10,C,360,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C11,graphrag_post2,maduo,only,C11,C,1684,partial,2,7.4,2,,,,,,True
graphrag_post2|maduo_only|C12,graphrag_post2,maduo,only,C12,C,623,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C13,graphrag_post2,maduo,only,C13,C,346,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C14,graphrag_post2,maduo,only,C14,C,517,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C15,graphrag_post2,maduo,only,C15,C,327,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C16,graphrag_post2,maduo,only,C16,C,286,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C17,graphrag_post2,maduo,only,C17,C,353,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C18,graphrag_post2,maduo,only,C18,C,376,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|C19,graphrag_post2,maduo,only,C19,C,1748,partial,3,7.4,2,,,,,,True
graphrag_post2|maduo_only|C20,graphrag_post2,maduo,only,C20,C,357,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_only|D1,graphrag_post2,maduo,only,D1,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D2,graphrag_post2,maduo,only,D2,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D3,graphrag_post2,maduo,only,D3,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D4,graphrag_post2,maduo,only,D4,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D5,graphrag_post2,maduo,only,D5,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D6,graphrag_post2,maduo,only,D6,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D7,graphrag_post2,maduo,only,D7,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D8,graphrag_post2,maduo,only,D8,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D9,graphrag_post2,maduo,only,D9,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D10,graphrag_post2,maduo,only,D10,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D11,graphrag_post2,maduo,only,D11,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D12,graphrag_post2,maduo,only,D12,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D13,graphrag_post2,maduo,only,D13,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D14,graphrag_post2,maduo,only,D14,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D15,graphrag_post2,maduo,only,D15,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D16,graphrag_post2,maduo,only,D16,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D17,graphrag_post2,maduo,only,D17,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D18,graphrag_post2,maduo,only,D18,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D19,graphrag_post2,maduo,only,D19,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|D20,graphrag_post2,maduo,only,D20,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E1,graphrag_post2,maduo,only,E1,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E2,graphrag_post2,maduo,only,E2,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E3,graphrag_post2,maduo,only,E3,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E4,graphrag_post2,maduo,only,E4,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E5,graphrag_post2,maduo,only,E5,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E6,graphrag_post2,maduo,only,E6,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E7,graphrag_post2,maduo,only,E7,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E8,graphrag_post2,maduo,only,E8,E,1685,none,4,7.4,0,,,,,,True
graphrag_post2|maduo_only|E9,graphrag_post2,maduo,only,E9,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E10,graphrag_post2,maduo,only,E10,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E11,graphrag_post2,maduo,only,E11,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E12,graphrag_post2,maduo,only,E12,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E13,graphrag_post2,maduo,only,E13,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E14,graphrag_post2,maduo,only,E14,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E15,graphrag_post2,maduo,only,E15,E,3735,none,14,7.4,0,,,,,,True
graphrag_post2|maduo_only|E16,graphrag_post2,maduo,only,E16,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E17,graphrag_post2,maduo,only,E17,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E18,graphrag_post2,maduo,only,E18,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E19,graphrag_post2,maduo,only,E19,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_only|E20,graphrag_post2,maduo,only,E20,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|A1,graphrag_post2,maduo,narrative,A1,A,3022,none,6,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|A2,graphrag_post2,maduo,narrative,A2,A,1328,partial,6,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|A3,graphrag_post2,maduo,narrative,A3,A,2953,none,4,7.4,0,,,,,"event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|A4,graphrag_post2,maduo,narrative,A4,A,3001,none,3,7.4,0,,,,,"event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|A5,graphrag_post2,maduo,narrative,A5,A,2267,none,3,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|A6,graphrag_post2,maduo,narrative,A6,A,2436,none,3,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|A7,graphrag_post2,maduo,narrative,A7,A,2982,none,3,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|A8,graphrag_post2,maduo,narrative,A8,A,2461,none,3,7.4,0,,,,,"event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|A9,graphrag_post2,maduo,narrative,A9,A,2136,none,2,7.4,0,,,,,"event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|A10,graphrag_post2,maduo,narrative,A10,A,1264,none,3,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|A11,graphrag_post2,maduo,narrative,A11,A,2743,none,5,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|A12,graphrag_post2,maduo,narrative,A12,A,2658,none,3,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|A13,graphrag_post2,maduo,narrative,A13,A,1088,partial,1,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|A14,graphrag_post2,maduo,narrative,A14,A,1967,none,2,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|A15,graphrag_post2,maduo,narrative,A15,A,1966,none,3,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|A16,graphrag_post2,maduo,narrative,A16,A,517,partial,3,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|A17,graphrag_post2,maduo,narrative,A17,A,3249,none,2,7.4,0,,,,,"event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|A18,graphrag_post2,maduo,narrative,A18,A,1906,none,2,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|A19,graphrag_post2,maduo,narrative,A19,A,2326,partial,2,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|A20,graphrag_post2,maduo,narrative,A20,A,3645,none,5,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|B1,graphrag_post2,maduo,narrative,B1,B,831,none,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|B2,graphrag_post2,maduo,narrative,B2,B,894,none,0,,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|B3,graphrag_post2,maduo,narrative,B3,B,746,none,1,7.4,5,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|B4,graphrag_post2,maduo,narrative,B4,B,1527,none,3,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|B5,graphrag_post2,maduo,narrative,B5,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|B6,graphrag_post2,maduo,narrative,B6,B,1308,none,4,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|B7,graphrag_post2,maduo,narrative,B7,B,1458,none,4,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|B8,graphrag_post2,maduo,narrative,B8,B,1054,none,2,7.4,5,,,,,,True
graphrag_post2|maduo_narrative|B9,graphrag_post2,maduo,narrative,B9,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|B10,graphrag_post2,maduo,narrative,B10,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|B11,graphrag_post2,maduo,narrative,B11,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|B12,graphrag_post2,maduo,narrative,B12,B,918,none,5,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|B13,graphrag_post2,maduo,narrative,B13,B,1211,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|B14,graphrag_post2,maduo,narrative,B14,B,598,partial,7,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|B15,graphrag_post2,maduo,narrative,B15,B,380,none,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|B16,graphrag_post2,maduo,narrative,B16,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|B17,graphrag_post2,maduo,narrative,B17,B,1123,none,0,,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|B18,graphrag_post2,maduo,narrative,B18,B,1917,none,5,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|B19,graphrag_post2,maduo,narrative,B19,B,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|B20,graphrag_post2,maduo,narrative,B20,B,883,partial,3,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|C1,graphrag_post2,maduo,narrative,C1,C,2653,none,7,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|C2,graphrag_post2,maduo,narrative,C2,C,1752,partial,13,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|C3,graphrag_post2,maduo,narrative,C3,C,3054,none,1,,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|C4,graphrag_post2,maduo,narrative,C4,C,1688,none,2,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|C5,graphrag_post2,maduo,narrative,C5,C,824,none,2,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|C6,graphrag_post2,maduo,narrative,C6,C,2558,none,2,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|C7,graphrag_post2,maduo,narrative,C7,C,1068,none,1,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|C8,graphrag_post2,maduo,narrative,C8,C,2355,none,3,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|C9,graphrag_post2,maduo,narrative,C9,C,2756,none,3,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|C10,graphrag_post2,maduo,narrative,C10,C,1942,none,3,7.4,1,2021-05-22,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|C11,graphrag_post2,maduo,narrative,C11,C,2774,none,6,7.4,1,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|C12,graphrag_post2,maduo,narrative,C12,C,2849,none,5,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|C13,graphrag_post2,maduo,narrative,C13,C,2490,none,7,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|C14,graphrag_post2,maduo,narrative,C14,C,2668,none,4,7.4,1,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|C15,graphrag_post2,maduo,narrative,C15,C,1204,partial,1,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|C16,graphrag_post2,maduo,narrative,C16,C,2345,none,2,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|C17,graphrag_post2,maduo,narrative,C17,C,553,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|C18,graphrag_post2,maduo,narrative,C18,C,801,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|C19,graphrag_post2,maduo,narrative,C19,C,2778,none,4,7.4,1,2021-05-22,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|C20,graphrag_post2,maduo,narrative,C20,C,2584,none,2,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|D1,graphrag_post2,maduo,narrative,D1,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|D2,graphrag_post2,maduo,narrative,D2,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|D3,graphrag_post2,maduo,narrative,D3,D,1920,none,3,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|D4,graphrag_post2,maduo,narrative,D4,D,2472,none,3,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|D5,graphrag_post2,maduo,narrative,D5,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|D6,graphrag_post2,maduo,narrative,D6,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|D7,graphrag_post2,maduo,narrative,D7,D,1210,none,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|D8,graphrag_post2,maduo,narrative,D8,D,1430,partial,1,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|D9,graphrag_post2,maduo,narrative,D9,D,1322,none,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|D10,graphrag_post2,maduo,narrative,D10,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|D11,graphrag_post2,maduo,narrative,D11,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|D12,graphrag_post2,maduo,narrative,D12,D,1003,none,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|D13,graphrag_post2,maduo,narrative,D13,D,809,none,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|D14,graphrag_post2,maduo,narrative,D14,D,2588,none,2,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|D15,graphrag_post2,maduo,narrative,D15,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|D16,graphrag_post2,maduo,narrative,D16,D,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|D17,graphrag_post2,maduo,narrative,D17,D,2767,none,1,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|D18,graphrag_post2,maduo,narrative,D18,D,789,none,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|D19,graphrag_post2,maduo,narrative,D19,D,2954,none,3,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|D20,graphrag_post2,maduo,narrative,D20,D,2973,none,4,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|E1,graphrag_post2,maduo,narrative,E1,E,3339,none,9,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|E2,graphrag_post2,maduo,narrative,E2,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|E3,graphrag_post2,maduo,narrative,E3,E,1024,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|E4,graphrag_post2,maduo,narrative,E4,E,2772,none,4,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|E5,graphrag_post2,maduo,narrative,E5,E,2422,none,4,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|E6,graphrag_post2,maduo,narrative,E6,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|E7,graphrag_post2,maduo,narrative,E7,E,75,full,0,,0,,,,,,False
graphrag_post2|maduo_narrative|E8,graphrag_post2,maduo,narrative,E8,E,2247,none,3,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|E9,graphrag_post2,maduo,narrative,E9,E,1429,none,2,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|E10,graphrag_post2,maduo,narrative,E10,E,3114,none,1,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|E11,graphrag_post2,maduo,narrative,E11,E,1368,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|E12,graphrag_post2,maduo,narrative,E12,E,2593,none,5,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|E13,graphrag_post2,maduo,narrative,E13,E,2388,none,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|E14,graphrag_post2,maduo,narrative,E14,E,3083,none,3,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|E15,graphrag_post2,maduo,narrative,E15,E,3833,none,11,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post2|maduo_narrative|E16,graphrag_post2,maduo,narrative,E16,E,3097,none,4,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|E17,graphrag_post2,maduo,narrative,E17,E,2134,partial,1,7.4,0,,,,,"event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|E18,graphrag_post2,maduo,narrative,E18,E,752,partial,1,7.4,0,,,,,,True
graphrag_post2|maduo_narrative|E19,graphrag_post2,maduo,narrative,E19,E,2759,none,1,7.4,0,,,,,"Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start | event total from the Maduo paper, not the ingested catalog",True
graphrag_post2|maduo_narrative|E20,graphrag_post2,maduo,narrative,E20,E,3507,none,1,7.4,0,,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_pre|luding_only|A1,graphrag_pre,luding,only,A1,A,3598,none,6,6.1;6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A2,graphrag_pre,luding,only,A2,A,2041,none,9,6.7;6.8;7.3,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A3,graphrag_pre,luding,only,A3,A,3342,none,6,6.7;6.8;6.89,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A4,graphrag_pre,luding,only,A4,A,3111,none,8,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A5,graphrag_pre,luding,only,A5,A,2429,none,3,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A6,graphrag_pre,luding,only,A6,A,2614,none,2,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A7,graphrag_pre,luding,only,A7,A,3033,none,10,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A8,graphrag_pre,luding,only,A8,A,3211,none,4,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A9,graphrag_pre,luding,only,A9,A,2472,none,3,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A10,graphrag_pre,luding,only,A10,A,2195,none,3,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A11,graphrag_pre,luding,only,A11,A,2964,none,11,5.24;6.8;7.34,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A12,graphrag_pre,luding,only,A12,A,3481,none,4,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A13,graphrag_pre,luding,only,A13,A,1379,none,3,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A14,graphrag_pre,luding,only,A14,A,2175,none,3,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A15,graphrag_pre,luding,only,A15,A,2886,none,3,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A16,graphrag_pre,luding,only,A16,A,2566,none,9,6.4;6.5;6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A17,graphrag_pre,luding,only,A17,A,2502,none,1,6.8,0,,,,,,True
graphrag_pre|luding_only|A18,graphrag_pre,luding,only,A18,A,3339,none,10,5.82;6.59;6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|A19,graphrag_pre,luding,only,A19,A,2352,none,0,,0,,,,,,False
graphrag_pre|luding_only|A20,graphrag_pre,luding,only,A20,A,4104,none,6,6.8;7.3;8.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|B1,graphrag_pre,luding,only,B1,B,2562,none,3,6.8,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
graphrag_pre|luding_only|B2,graphrag_pre,luding,only,B2,B,1367,none,0,,0,,,,,M6.8 mainshock value is not in the network catalog (largest record M4.5); the sequence name echoed from the question is excluded,True
